"","survey","year","species","type","inpN","lenbin","value","obs"
"2029",1,6,"Mackerel",0,1000,4,0.263778464492514,143
"2030",1,6,"Mackerel",0,1000,5,0.00488034162391367,16
"2031",1,7,"Mackerel",0,1000,1,1e-06,5
"2032",1,7,"Mackerel",0,1000,2,0.216962544381657,216
"2033",1,7,"Mackerel",0,1000,3,0.51253688053208,535
"2034",1,7,"Mackerel",0,1000,4,0.265519827974196,208
"2035",1,7,"Mackerel",0,1000,5,0.00498074711206681,36
"2036",1,8,"Mackerel",0,1000,1,1e-06,158
"2037",1,8,"Mackerel",0,1000,2,0.217842178421784,638
"2038",1,8,"Mackerel",0,1000,3,0.510915109151092,163
"2039",1,8,"Mackerel",0,1000,4,0.266092660926609,30
"2040",1,8,"Mackerel",0,1000,5,0.00515005150051501,11
"2041",1,9,"Mackerel",0,1000,1,1e-06,22
"2042",1,9,"Mackerel",0,1000,2,0.215937840621594,541
"2043",1,9,"Mackerel",0,1000,3,0.513254867451326,350
"2044",1,9,"Mackerel",0,1000,4,0.265637343626564,80
"2045",1,9,"Mackerel",0,1000,5,0.00516994830051699,7
"2046",1,10,"Mackerel",0,1000,1,1e-06,24
"2047",1,10,"Mackerel",0,1000,2,0.213589223030073,420
"2048",1,10,"Mackerel",0,1000,3,0.512816153453811,418
"2049",1,10,"Mackerel",0,1000,4,0.26826414377294,126
"2050",1,10,"Mackerel",0,1000,5,0.00533047974317689,12
"2051",1,11,"Mackerel",0,1000,1,1e-06,9
"2052",1,11,"Mackerel",0,1000,2,0.214025018248723,297
"2053",1,11,"Mackerel",0,1000,3,0.51270411071225,486
"2054",1,11,"Mackerel",0,1000,4,0.267981241313108,179
"2055",1,11,"Mackerel",0,1000,5,0.00528962972591919,29
"2056",1,12,"Mackerel",0,1000,1,1e-06,3
"2057",1,12,"Mackerel",0,1000,2,0.215937840621594,214
"2058",1,12,"Mackerel",0,1000,3,0.510014899851001,491
"2059",1,12,"Mackerel",0,1000,4,0.268677313226868,240
"2060",1,12,"Mackerel",0,1000,5,0.005369946300537,52
"2061",1,13,"Mackerel",0,1000,1,1e-06,51
"2062",1,13,"Mackerel",0,1000,2,0.213884277685554,354
"2063",1,13,"Mackerel",0,1000,3,0.51165023300466,346
"2064",1,13,"Mackerel",0,1000,4,0.269105382107642,198
"2065",1,13,"Mackerel",0,1000,5,0.00536010720214404,51
"2066",1,14,"Mackerel",0,1000,1,1e-06,3
"2067",1,14,"Mackerel",0,1000,2,0.2143,275
"2068",1,14,"Mackerel",0,1000,3,0.51304,415
"2069",1,14,"Mackerel",0,1000,4,0.26734,231
"2070",1,14,"Mackerel",0,1000,5,0.00532,76
"2071",1,15,"Mackerel",0,1000,1,1e-06,152
"2072",1,15,"Mackerel",0,1000,2,0.212903612891613,619
"2073",1,15,"Mackerel",0,1000,3,0.510394688159355,158
"2074",1,15,"Mackerel",0,1000,4,0.271241862744118,57
"2075",1,15,"Mackerel",0,1000,5,0.00545983620491385,14
"2076",1,16,"Mackerel",0,1000,1,1e-06,154
"2077",1,16,"Mackerel",0,1000,2,0.225522552255226,672
"2078",1,16,"Mackerel",0,1000,3,0.503180318031803,158
"2079",1,16,"Mackerel",0,1000,4,0.266006600660066,14
"2080",1,16,"Mackerel",0,1000,5,0.00529052905290529,2
"2081",1,17,"Mackerel",0,1000,1,1e-06,8
"2082",1,17,"Mackerel",0,1000,2,0.239404788095762,573
"2083",1,17,"Mackerel",0,1000,3,0.49694993899878,357
"2084",1,17,"Mackerel",0,1000,4,0.258445168903378,58
"2085",1,17,"Mackerel",0,1000,5,0.00520010400208004,4
"2086",1,18,"Mackerel",0,1000,1,1e-06,7
"2087",1,18,"Mackerel",0,1000,2,0.24759752402476,372
"2088",1,18,"Mackerel",0,1000,3,0.495125048749513,477
"2089",1,18,"Mackerel",0,1000,4,0.252177478225218,127
"2090",1,18,"Mackerel",0,1000,5,0.00509994900051,17
"2091",1,19,"Mackerel",0,1000,1,1e-06,4
"2092",1,19,"Mackerel",0,1000,2,0.256783110479943,249
"2093",1,19,"Mackerel",0,1000,3,0.495454590913182,532
"2094",1,19,"Mackerel",0,1000,4,0.242911862067586,193
"2095",1,19,"Mackerel",0,1000,5,0.00485043653928854,22
"2096",1,20,"Mackerel",0,1000,1,1e-06,6
"2097",1,20,"Mackerel",0,1000,2,0.263660546421857,197
"2098",1,20,"Mackerel",0,1000,3,0.502660106404256,468
"2099",1,20,"Mackerel",0,1000,4,0.229149165966639,272
"2100",1,20,"Mackerel",0,1000,5,0.00453018120724829,57
"2101",1,21,"Mackerel",0,1000,1,1e-06,2
"2102",1,21,"Mackerel",0,1000,2,0.268356101366082,125
"2103",1,21,"Mackerel",0,1000,3,0.506030361821709,491
"2104",1,21,"Mackerel",0,1000,4,0.221273276396584,320
"2105",1,21,"Mackerel",0,1000,5,0.00434026041562494,62
"2106",1,22,"Mackerel",0,1000,1,1e-06,12
"2107",1,22,"Mackerel",0,1000,2,0.272736364181851,148
"2108",1,22,"Mackerel",0,1000,3,0.509490569434166,419
"2109",1,22,"Mackerel",0,1000,4,0.21370282216933,329
"2110",1,22,"Mackerel",0,1000,5,0.00407024421465288,92
"2111",1,23,"Mackerel",0,1000,1,1e-06,19
"2112",1,23,"Mackerel",0,1000,2,0.276101044041762,179
"2113",1,23,"Mackerel",0,1000,3,0.513420536821473,354
"2114",1,23,"Mackerel",0,1000,4,0.206608264330573,340
"2115",1,23,"Mackerel",0,1000,5,0.00387015480619225,108
"2116",1,24,"Mackerel",0,1000,1,1e-06,6
"2117",1,24,"Mackerel",0,1000,2,0.279445889177836,139
"2118",1,24,"Mackerel",0,1000,3,0.514772954590918,365
"2119",1,24,"Mackerel",0,1000,4,0.202130426085217,370
"2120",1,24,"Mackerel",0,1000,5,0.00365073014602921,120
"2121",1,25,"Mackerel",0,1000,1,1e-06,7
"2122",1,25,"Mackerel",0,1000,2,0.282959614346008,101
"2123",1,25,"Mackerel",0,1000,3,0.51679235092913,339
"2124",1,25,"Mackerel",0,1000,4,0.196797551657232,384
"2125",1,25,"Mackerel",0,1000,5,0.00345048306762947,169
"2126",1,26,"Mackerel",0,1000,1,1e-06,30
"2127",1,26,"Mackerel",0,1000,2,0.281215309377844,226
"2128",1,26,"Mackerel",0,1000,3,0.51985678711084,279
"2129",1,26,"Mackerel",0,1000,4,0.19558760288426,299
"2130",1,26,"Mackerel",0,1000,5,0.00334030062705644,166
"2131",1,27,"Mackerel",0,1000,1,1e-06,3
"2132",1,27,"Mackerel",0,1000,2,0.285565711314226,173
"2133",1,27,"Mackerel",0,1000,3,0.519530390607812,288
"2134",1,27,"Mackerel",0,1000,4,0.191693833876678,327
"2135",1,27,"Mackerel",0,1000,5,0.00321006420128403,209
"2136",1,28,"Mackerel",0,1000,1,1e-06,28
"2137",1,28,"Mackerel",0,1000,2,0.285094254712736,168
"2138",1,28,"Mackerel",0,1000,3,0.523606180309015,286
"2139",1,28,"Mackerel",0,1000,4,0.188259412970649,314
"2140",1,28,"Mackerel",0,1000,5,0.00304015200760038,204
"2141",1,29,"Mackerel",0,1000,1,1e-06,136
"2142",1,29,"Mackerel",0,1000,2,0.286710069704879,560
"2143",1,29,"Mackerel",0,1000,3,0.522486574060184,150
"2144",1,29,"Mackerel",0,1000,4,0.187803146220235,95
"2145",1,29,"Mackerel",0,1000,5,0.00300021001470103,59
"2146",1,30,"Mackerel",0,1000,1,1e-06,0
"2147",1,30,"Mackerel",0,1000,2,0.287831809725751,449
"2148",1,30,"Mackerel",0,1000,3,0.525054509811766,332
"2149",1,30,"Mackerel",0,1000,4,0.18422316016883,146
"2150",1,30,"Mackerel",0,1000,5,0.00289052029365286,73
"2151",1,31,"Mackerel",0,1000,1,1e-06,123
"2152",1,31,"Mackerel",0,1000,2,0.285074208905069,646
"2153",1,31,"Mackerel",0,1000,3,0.525423050766092,181
"2154",1,31,"Mackerel",0,1000,4,0.186582389886786,28
"2155",1,31,"Mackerel",0,1000,5,0.00292035044205305,22
"2156",1,32,"Mackerel",0,1000,1,1e-06,6
"2157",1,32,"Mackerel",0,1000,2,0.286998699869987,493
"2158",1,32,"Mackerel",0,1000,3,0.524752475247525,392
"2159",1,32,"Mackerel",0,1000,4,0.185378537853785,87
"2160",1,32,"Mackerel",0,1000,5,0.00287028702870287,22
"2161",1,33,"Mackerel",0,1000,1,1e-06,1
"2162",1,33,"Mackerel",0,1000,2,0.291797507850471,307
"2163",1,33,"Mackerel",0,1000,3,0.521561293677621,492
"2164",1,33,"Mackerel",0,1000,4,0.183801028061684,167
"2165",1,33,"Mackerel",0,1000,5,0.00284017041022461,33
"2166",1,34,"Mackerel",0,1000,1,1e-06,0
"2167",1,34,"Mackerel",0,1000,2,0.294202362259849,213
"2168",1,34,"Mackerel",0,1000,3,0.522087429617258,530
"2169",1,34,"Mackerel",0,1000,4,0.180939903389373,213
"2170",1,34,"Mackerel",0,1000,5,0.00277030473352069,44
"2171",1,35,"Mackerel",0,1000,1,1e-06,0
"2172",1,35,"Mackerel",0,1000,2,0.298135962719254,132
"2173",1,35,"Mackerel",0,1000,3,0.521720434408688,476
"2174",1,35,"Mackerel",0,1000,4,0.177523550471009,309
"2175",1,35,"Mackerel",0,1000,5,0.00262005240104802,83
"2176",1,36,"Mackerel",0,1000,1,1e-06,12
"2177",1,36,"Mackerel",0,1000,2,0.295778451198656,118
"2178",1,36,"Mackerel",0,1000,3,0.522607939032074,450
"2179",1,36,"Mackerel",0,1000,4,0.178983267824817,312
"2180",1,36,"Mackerel",0,1000,5,0.00263034194445278,108
"2181",1,37,"Mackerel",0,1000,1,1e-06,32
"2182",1,37,"Mackerel",0,1000,2,0.298571042868714,220
"2183",1,37,"Mackerel",0,1000,3,0.522024339269822,340
"2184",1,37,"Mackerel",0,1000,4,0.176804695859124,307
"2185",1,37,"Mackerel",0,1000,5,0.00259992200233993,101
"2186",1,38,"Mackerel",0,1000,1,1e-06,0
"2187",1,38,"Mackerel",0,1000,2,0.288735774715494,167
"2188",1,38,"Mackerel",0,1000,3,0.529810596211924,375
"2189",1,38,"Mackerel",0,1000,4,0.178783575671513,324
"2190",1,38,"Mackerel",0,1000,5,0.00267005340106802,134
"2191",1,39,"Mackerel",0,1000,1,1e-06,6
"2192",1,39,"Mackerel",0,1000,2,0.284078407840784,113
"2193",1,39,"Mackerel",0,1000,3,0.534043404340434,349
"2194",1,39,"Mackerel",0,1000,4,0.179227922792279,371
"2195",1,39,"Mackerel",0,1000,5,0.00265026502650265,161
"2196",1,40,"Mackerel",0,1000,1,1e-06,26
"2197",1,40,"Mackerel",0,1000,2,0.289541313760587,152
"2198",1,40,"Mackerel",0,1000,3,0.528014159575213,308
"2199",1,40,"Mackerel",0,1000,4,0.179794606161815,332
"2200",1,40,"Mackerel",0,1000,5,0.00264992050238493,182
"2201",1,41,"Mackerel",0,1000,1,1e-06,0
"2202",1,41,"Mackerel",0,1000,2,0.283491184030243,111
"2203",1,41,"Mackerel",0,1000,3,0.530058306413706,322
"2204",1,41,"Mackerel",0,1000,4,0.183710208122894,356
"2205",1,41,"Mackerel",0,1000,5,0.00274030143315765,211
"2206",1,42,"Mackerel",0,1000,1,1e-06,0
"2207",1,42,"Mackerel",0,1000,2,0.279026273415544,63
"2208",1,42,"Mackerel",0,1000,3,0.533379339314111,315
"2209",1,42,"Mackerel",0,1000,4,0.18488403492454,395
"2210",1,42,"Mackerel",0,1000,5,0.00271035234580495,227
"2211",1,43,"Mackerel",0,1000,1,1e-06,0
"2212",1,43,"Mackerel",0,1000,2,0.269097673674314,49
"2213",1,43,"Mackerel",0,1000,3,0.536335086912168,260
"2214",1,43,"Mackerel",0,1000,4,0.191746844558238,392
"2215",1,43,"Mackerel",0,1000,5,0.00282039485527974,299
"2216",1,44,"Mackerel",0,1000,1,1e-06,120
"2217",1,44,"Mackerel",0,1000,2,0.260683888905558,512
"2218",1,44,"Mackerel",0,1000,3,0.539490133717383,139
"2219",1,44,"Mackerel",0,1000,4,0.196865592527029,131
"2220",1,44,"Mackerel",0,1000,5,0.0029603848500305,98
"2221",1,45,"Mackerel",0,1000,1,1e-06,10
"2222",1,45,"Mackerel",0,1000,2,0.259361497839654,400
"2223",1,45,"Mackerel",0,1000,3,0.533345335253641,336
"2224",1,45,"Mackerel",0,1000,4,0.204212674027844,143
"2225",1,45,"Mackerel",0,1000,5,0.00308049287886062,111
"2226",1,46,"Mackerel",0,1000,1,1e-06,154
"2227",1,46,"Mackerel",0,1000,2,0.258118068264779,699
"2228",1,46,"Mackerel",0,1000,3,0.531777224405708,119
"2229",1,46,"Mackerel",0,1000,4,0.206954486814077,19
"2230",1,46,"Mackerel",0,1000,5,0.00315022051543608,9
"2231",1,47,"Mackerel",0,1000,1,1e-06,3
"2232",1,47,"Mackerel",0,1000,2,0.25454,548
"2233",1,47,"Mackerel",0,1000,3,0.5298,379
"2234",1,47,"Mackerel",0,1000,4,0.21238,53
"2235",1,47,"Mackerel",0,1000,5,0.00328,17
"2236",1,48,"Mackerel",0,1000,1,1e-06,0
"2237",1,48,"Mackerel",0,1000,2,0.25454,360
"2238",1,48,"Mackerel",0,1000,3,0.52755,493
"2239",1,48,"Mackerel",0,1000,4,0.21458,133
"2240",1,48,"Mackerel",0,1000,5,0.00333,14
"2241",1,49,"Mackerel",0,1000,1,1e-06,0
"2242",1,49,"Mackerel",0,1000,2,0.256103049274435,235
"2243",1,49,"Mackerel",0,1000,3,0.526357372163495,522
"2244",1,49,"Mackerel",0,1000,4,0.214239281535338,207
"2245",1,49,"Mackerel",0,1000,5,0.00330029702673241,36
"2246",1,50,"Mackerel",0,1000,1,1e-06,2
"2247",1,50,"Mackerel",0,1000,2,0.253517464825352,156
"2248",1,50,"Mackerel",0,1000,3,0.526124738752612,500
"2249",1,50,"Mackerel",0,1000,4,0.216927830721693,286
"2250",1,50,"Mackerel",0,1000,5,0.003429965700343,56
"2251",1,51,"Mackerel",0,1000,1,1e-06,6
"2252",1,51,"Mackerel",0,1000,2,0.246012460124601,124
"2253",1,51,"Mackerel",0,1000,3,0.530845308453085,454
"2254",1,51,"Mackerel",0,1000,4,0.219512195121951,332
"2255",1,51,"Mackerel",0,1000,5,0.003630036300363,84
"2256",1,52,"Mackerel",0,1000,1,1e-06,142
"2257",1,52,"Mackerel",0,1000,2,0.235396477753443,620
"2258",1,52,"Mackerel",0,1000,3,0.531977238406688,158
"2259",1,52,"Mackerel",0,1000,4,0.228716010120708,57
"2260",1,52,"Mackerel",0,1000,5,0.00391027371916034,23
"2261",1,53,"Mackerel",0,1000,1,1e-06,12
"2262",1,53,"Mackerel",0,1000,2,0.237555248895022,498
"2263",1,53,"Mackerel",0,1000,3,0.528039439211216,362
"2264",1,53,"Mackerel",0,1000,4,0.230495390092198,109
"2265",1,53,"Mackerel",0,1000,5,0.00390992180156397,19
"2266",1,54,"Mackerel",0,1000,1,1e-06,1
"2267",1,54,"Mackerel",0,1000,2,0.241209648385935,295
"2268",1,54,"Mackerel",0,1000,3,0.522170886835473,505
"2269",1,54,"Mackerel",0,1000,4,0.232609304372175,162
"2270",1,54,"Mackerel",0,1000,5,0.00401016040641626,37
"2271",1,55,"Mackerel",0,1000,1,1e-06,0
"2272",1,55,"Mackerel",0,1000,2,0.240359228738299,210
"2273",1,55,"Mackerel",0,1000,3,0.520131610528842,503
"2274",1,55,"Mackerel",0,1000,4,0.235368829506361,236
"2275",1,55,"Mackerel",0,1000,5,0.00414033122649812,51
"2276",1,56,"Mackerel",0,1000,1,1e-06,23
"2277",1,56,"Mackerel",0,1000,2,0.241147234417033,159
"2278",1,56,"Mackerel",0,1000,3,0.519525585767573,452
"2279",1,56,"Mackerel",0,1000,4,0.235147054411632,291
"2280",1,56,"Mackerel",0,1000,5,0.00418012540376211,75
"2281",1,57,"Mackerel",0,1000,1,1e-06,22
"2282",1,57,"Mackerel",0,1000,2,0.241155176896462,164
"2283",1,57,"Mackerel",0,1000,3,0.51759964800704,413
"2284",1,57,"Mackerel",0,1000,4,0.236955260894782,313
"2285",1,57,"Mackerel",0,1000,5,0.00428991420171597,88
"2286",1,58,"Mackerel",0,1000,1,1e-06,0
"2287",1,58,"Mackerel",0,1000,2,0.240081607344661,126
"2288",1,58,"Mackerel",0,1000,3,0.51777659989399,391
"2289",1,58,"Mackerel",0,1000,4,0.23779140122611,350
"2290",1,58,"Mackerel",0,1000,5,0.00435039153523817,133
"2291",1,59,"Mackerel",0,1000,1,1e-06,183
"2292",1,59,"Mackerel",0,1000,2,0.244354435443544,624
"2293",1,59,"Mackerel",0,1000,3,0.517101710171017,136
"2294",1,59,"Mackerel",0,1000,4,0.234293429342934,39
"2295",1,59,"Mackerel",0,1000,5,0.00425042504250425,18
"2296",1,60,"Mackerel",0,1000,1,1e-06,15
"2297",1,60,"Mackerel",0,1000,2,0.244661806034785,529
"2298",1,60,"Mackerel",0,1000,3,0.520317641293368,345
"2299",1,60,"Mackerel",0,1000,4,0.23090001700221,81
"2300",1,60,"Mackerel",0,1000,5,0.00412053566963705,30
"2301",1,61,"Mackerel",0,1000,1,1e-06,0
"2302",1,61,"Mackerel",0,1000,2,0.245817039874386,322
"2303",1,61,"Mackerel",0,1000,3,0.51924711718289,521
"2304",1,61,"Mackerel",0,1000,4,0.230825390792987,126
"2305",1,61,"Mackerel",0,1000,5,0.00411045214973647,31
"2306",1,62,"Mackerel",0,1000,1,1e-06,0
"2307",1,62,"Mackerel",0,1000,2,0.244534890697814,225
"2308",1,62,"Mackerel",0,1000,3,0.518920378407568,512
"2309",1,62,"Mackerel",0,1000,4,0.232394647892958,224
"2310",1,62,"Mackerel",0,1000,5,0.00415008300166003,39
"2311",1,63,"Mackerel",0,1000,1,1e-06,0
"2312",1,63,"Mackerel",0,1000,2,0.239931593843446,150
"2313",1,63,"Mackerel",0,1000,3,0.521006890620156,504
"2314",1,63,"Mackerel",0,1000,4,0.23491114200278,289
"2315",1,63,"Mackerel",0,1000,5,0.00415037353361803,57
"2316",1,64,"Mackerel",0,1000,1,1e-06,7
"2317",1,64,"Mackerel",0,1000,2,0.242626688935783,108
"2318",1,64,"Mackerel",0,1000,3,0.51865705227575,460
"2319",1,64,"Mackerel",0,1000,4,0.234495794537399,329
"2320",1,64,"Mackerel",0,1000,5,0.00422046425106762,96
"2321",1,65,"Mackerel",0,1000,1,1e-06,6
"2322",1,65,"Mackerel",0,1000,2,0.242742427424274,85
"2323",1,65,"Mackerel",0,1000,3,0.518355183551836,409
"2324",1,65,"Mackerel",0,1000,4,0.234642346423464,370
"2325",1,65,"Mackerel",0,1000,5,0.004260042600426,130
"2326",1,66,"Mackerel",0,1000,1,1e-06,3
"2327",1,66,"Mackerel",0,1000,2,0.239614376862612,87
"2328",1,66,"Mackerel",0,1000,3,0.521401284077045,379
"2329",1,66,"Mackerel",0,1000,4,0.234704082244935,383
"2330",1,66,"Mackerel",0,1000,5,0.00428025681540892,148
"2331",1,67,"Mackerel",0,1000,1,1e-06,35
"2332",1,67,"Mackerel",0,1000,2,0.237196091570073,204
"2333",1,67,"Mackerel",0,1000,3,0.521257338307214,286
"2334",1,67,"Mackerel",0,1000,4,0.237136084969347,306
"2335",1,67,"Mackerel",0,1000,5,0.00441048515336687,169
"2336",1,68,"Mackerel",0,1000,1,1e-06,13
"2337",1,68,"Mackerel",0,1000,2,0.239026292892218,185
"2338",1,68,"Mackerel",0,1000,3,0.51993719309124,300
"2339",1,68,"Mackerel",0,1000,4,0.236716038764264,337
"2340",1,68,"Mackerel",0,1000,5,0.00432047525227775,165
"2341",1,69,"Mackerel",0,1000,1,1e-06,10
"2342",1,69,"Mackerel",0,1000,2,0.245974758485509,181
"2343",1,69,"Mackerel",0,1000,3,0.514450867052023,273
"2344",1,69,"Mackerel",0,1000,4,0.235284117047023,329
"2345",1,69,"Mackerel",0,1000,5,0.00429025741544493,207
"2346",1,70,"Mackerel",0,1000,1,1e-06,170
"2347",1,70,"Mackerel",0,1000,2,0.248972407516677,643
"2348",1,70,"Mackerel",0,1000,3,0.51360622456021,121
"2349",1,70,"Mackerel",0,1000,4,0.233180986288766,37
"2350",1,70,"Mackerel",0,1000,5,0.00424038163434709,29
"2351",1,71,"Mackerel",0,1000,1,1e-06,5
"2352",1,71,"Mackerel",0,1000,2,0.25058756463211,506
"2353",1,71,"Mackerel",0,1000,3,0.514026542919721,394
"2354",1,71,"Mackerel",0,1000,4,0.231135424896739,73
"2355",1,71,"Mackerel",0,1000,5,0.00425046755143066,22
"2356",1,72,"Mackerel",0,1000,1,1e-06,27
"2357",1,72,"Mackerel",0,1000,2,0.251662649638467,385
"2358",1,72,"Mackerel",0,1000,3,0.515236371273415,422
"2359",1,72,"Mackerel",0,1000,4,0.228940604654419,128
"2360",1,72,"Mackerel",0,1000,5,0.00416037443369903,38
"2361",1,73,"Mackerel",0,1000,1,1e-06,12
"2362",1,73,"Mackerel",0,1000,2,0.251047531425943,294
"2363",1,73,"Mackerel",0,1000,3,0.517325519765593,489
"2364",1,73,"Mackerel",0,1000,4,0.227506825204756,174
"2365",1,73,"Mackerel",0,1000,5,0.00412012360370811,31
"2366",1,74,"Mackerel",0,1000,1,1e-06,0
"2367",1,74,"Mackerel",0,1000,2,0.254147458525415,181
"2368",1,74,"Mackerel",0,1000,3,0.518474815251847,510
"2369",1,74,"Mackerel",0,1000,4,0.223427765722343,237
"2370",1,74,"Mackerel",0,1000,5,0.003949960500395,72
"2371",1,75,"Mackerel",0,1000,1,1e-06,22
"2372",1,75,"Mackerel",0,1000,2,0.254422898060825,186
"2373",1,75,"Mackerel",0,1000,3,0.51925673310598,416
"2374",1,75,"Mackerel",0,1000,4,0.222390015101359,290
"2375",1,75,"Mackerel",0,1000,5,0.00393035373183587,86
"2376",1,76,"Mackerel",0,1000,1,1e-06,1
"2377",1,76,"Mackerel",0,1000,2,0.253785378537854,125
"2378",1,76,"Mackerel",0,1000,3,0.519441944194419,425
"2379",1,76,"Mackerel",0,1000,4,0.222852285228523,338
"2380",1,76,"Mackerel",0,1000,5,0.00392039203920392,111
"2381",1,77,"Mackerel",0,1000,1,1e-06,1
"2382",1,77,"Mackerel",0,1000,2,0.254004919901602,93
"2383",1,77,"Mackerel",0,1000,3,0.521289574208516,378
"2384",1,77,"Mackerel",0,1000,4,0.220805583888322,379
"2385",1,77,"Mackerel",0,1000,5,0.00389992200155997,149
"2386",1,78,"Mackerel",0,1000,1,1e-06,17
"2387",1,78,"Mackerel",0,1000,2,0.255590223608944,116
"2388",1,78,"Mackerel",0,1000,3,0.521840873634945,334
"2389",1,78,"Mackerel",0,1000,4,0.218798751950078,372
"2390",1,78,"Mackerel",0,1000,5,0.00377015080603224,161
"2391",1,79,"Mackerel",0,1000,1,1e-06,0
"2392",1,79,"Mackerel",0,1000,2,0.252802752247702,88
"2393",1,79,"Mackerel",0,1000,3,0.52164694822534,339
"2394",1,79,"Mackerel",0,1000,4,0.221709953895851,360
"2395",1,79,"Mackerel",0,1000,5,0.0038403456311068,213
"2396",1,80,"Mackerel",0,1000,1,1e-06,49
"2397",1,80,"Mackerel",0,1000,2,0.252165129907794,247
"2398",1,80,"Mackerel",0,1000,3,0.523051383082985,267
"2399",1,80,"Mackerel",0,1000,4,0.220943256595396,281
"2400",1,80,"Mackerel",0,1000,5,0.00384023041382483,156
"2401",1,1,"North_atl_cod",0,1000,1,0.00707226312419974,1
"2402",1,1,"North_atl_cod",0,1000,2,0.917223511523688,428
"2403",1,1,"North_atl_cod",0,1000,3,0.0357314340588989,461
"2404",1,1,"North_atl_cod",0,1000,4,0.0371518886043534,107
"2405",1,1,"North_atl_cod",0,1000,5,0.00282090268886044,3
"2406",1,2,"North_atl_cod",0,1000,1,0.11265943080078,268
"2407",1,2,"North_atl_cod",0,1000,2,0.837723203121092,500
"2408",1,2,"North_atl_cod",0,1000,3,0.0235382383834342,197
"2409",1,2,"North_atl_cod",0,1000,4,0.0243185114790177,35
"2410",1,2,"North_atl_cod",0,1000,5,0.00176061621567549,0
"2411",1,3,"North_atl_cod",0,1000,1,0.060688813532195,76
"2412",1,3,"North_atl_cod",0,1000,2,0.881533275315348,287
"2413",1,3,"North_atl_cod",0,1000,3,0.0297792315617842,424
"2414",1,3,"North_atl_cod",0,1000,4,0.0259280376916844,213
"2415",1,3,"North_atl_cod",0,1000,5,0.00207064189898869,0
"2416",1,4,"North_atl_cod",0,1000,1,0.0110529843057626,283
"2417",1,4,"North_atl_cod",0,1000,2,0.917197643363708,247
"2418",1,4,"North_atl_cod",0,1000,3,0.0367199143768818,173
"2419",1,4,"North_atl_cod",0,1000,4,0.0323587368589519,297
"2420",1,4,"North_atl_cod",0,1000,5,0.00267072109469557,0
"2421",1,5,"North_atl_cod",0,1000,1,0.0185374149659864,593
"2422",1,5,"North_atl_cod",0,1000,2,0.912785114045618,405
"2423",1,5,"North_atl_cod",0,1000,3,0.0346038415366146,2
"2424",1,5,"North_atl_cod",0,1000,4,0.0317727090836335,0
"2425",1,5,"North_atl_cod",0,1000,5,0.00230092036814726,0
"2426",1,6,"North_atl_cod",0,1000,1,0.00707261686824125,555
"2427",1,6,"North_atl_cod",0,1000,2,0.91705931194542,445
"2428",1,6,"North_atl_cod",0,1000,3,0.0371537468863479,0
"2429",1,6,"North_atl_cod",0,1000,4,0.0360133249302242,0
"2430",1,6,"North_atl_cod",0,1000,5,0.00270099936976681,0
"2431",1,7,"North_atl_cod",0,1000,1,0.00154040050413107,588
"2432",1,7,"North_atl_cod",0,1000,2,0.911627023025987,412
"2433",1,7,"North_atl_cod",0,1000,3,0.0418508812291196,0
"2434",1,7,"North_atl_cod",0,1000,4,0.0415808110108628,0
"2435",1,7,"North_atl_cod",0,1000,5,0.00340088422989977,0
"2436",1,8,"North_atl_cod",0,1000,1,0.0021308310240994,593
"2437",1,8,"North_atl_cod",0,1000,2,0.913476255739738,407
"2438",1,8,"North_atl_cod",0,1000,3,0.0390452276387791,0
"2439",1,8,"North_atl_cod",0,1000,4,0.0418363161633037,0
"2440",1,8,"North_atl_cod",0,1000,5,0.00351136943407929,0
"2441",1,9,"North_atl_cod",0,1000,1,0.00216045369527601,558
"2442",1,9,"North_atl_cod",0,1000,2,0.914191980315866,440
"2443",1,9,"North_atl_cod",0,1000,3,0.0396883345502556,2
"2444",1,9,"North_atl_cod",0,1000,4,0.0407685613978936,0
"2445",1,9,"North_atl_cod",0,1000,5,0.00319067004070855,0
"2446",1,10,"North_atl_cod",0,1000,1,0.000110024205325172,540
"2447",1,10,"North_atl_cod",0,1000,2,0.893636600052011,448
"2448",1,10,"North_atl_cod",0,1000,3,0.0502810618336034,12
"2449",1,10,"North_atl_cod",0,1000,4,0.0515713456960531,0
"2450",1,10,"North_atl_cod",0,1000,5,0.00440096821300686,0
"2451",1,11,"North_atl_cod",0,1000,1,0.0716657664686231,531
"2452",1,11,"North_atl_cod",0,1000,2,0.873302126467823,453
"2453",1,11,"North_atl_cod",0,1000,3,0.0247354417971954,16
"2454",1,11,"North_atl_cod",0,1000,4,0.027896137150173,0
"2455",1,11,"North_atl_cod",0,1000,5,0.00240052811618556,0
"2456",1,12,"North_atl_cod",0,1000,1,0.0101334453714263,509
"2457",1,12,"North_atl_cod",0,1000,2,0.916871736390373,442
"2458",1,12,"North_atl_cod",0,1000,3,0.0356621251225417,49
"2459",1,12,"North_atl_cod",0,1000,4,0.0344217033791489,0
"2460",1,12,"North_atl_cod",0,1000,5,0.00291098973651041,0
"2461",1,13,"North_atl_cod",0,1000,1,0.145475280606631,530
"2462",1,13,"North_atl_cod",0,1000,2,0.805976270982974,452
"2463",1,13,"North_atl_cod",0,1000,3,0.0243092375102539,17
"2464",1,13,"North_atl_cod",0,1000,4,0.0222784658170105,1
"2465",1,13,"North_atl_cod",0,1000,5,0.00196074508313159,0
