"","Year","Label","Fleet/Survey","Species","X1","X2","X3","X4","effN","pred_value"
"539","63","survey","1","1","0.00436035","0.450606","0.537643","0.00739059","99992","0.0573186"
"540","64","survey","1","1","0.00441009","0.452239","0.536061","0.00729015","99998","1.87206e-06"
"541","65","survey","1","1","0.00437031","0.450072","0.538228","0.00733051","99993","0.364458"
"542","66","survey","1","1","0.00460009","0.449879","0.537871","0.00765015","99998","0.40739"
"543","67","survey","1","1","0.00477033","0.451332","0.536078","0.00782055","99993","0.0934386"
"544","68","survey","1","1","0.00536","0.4696","0.51804","0.007","1e+05","2.2639e-06"
"545","69","survey","1","1","0.00494044","0.467452","0.520407","0.00720065","99991","0.235392"
"546","70","survey","1","1","0.00518041","0.471408","0.516391","0.00702056","99992","0.201992"
"547","71","survey","1","1","0.00526037","0.473403","0.514376","0.00696049","99993","0.0550288"
"548","72","survey","1","1","0.00520057","0.472772","0.514977","0.00705078","99989","1.04432e-06"
"549","73","survey","1","1","0.00565011","0.470509","0.51663","0.00721014","99998","0.324492"
"550","74","survey","1","1","0.00546044","0.473108","0.514101","0.00733059","99992","0.259814"
"551","75","survey","1","1","0.00524016","0.468414","0.518736","0.00761023","99997","0.0758138"
"552","76","survey","1","1","0.00517031","0.464158","0.522821","0.00785047","99994","1.16177e-06"
"553","77","survey","1","1","0.00549005","0.461495","0.524925","0.00809008","99999","0.338877"
"554","78","survey","1","1","0.00627006","0.474895","0.511375","0.00746007","99999","0.313611"
"555","79","survey","1","1","0.00541054","0.475998","0.511081","0.00751075","99990","0.09702"
"556","80","survey","1","1","0.00583035","0.470988","0.515581","0.00760046","99994","1.21129e-06"
"557","1","survey","1","2","0.06386","0.87392","0.06182","4e-04","1e+05","0.261502"
"558","2","survey","1","2","0.0642613","0.873057","0.0621612","0.00052001","99998","0.190554"
"559","3","survey","1","2","0.0648613","0.887108","0.047651","0.000380008","99998","0.0608745"
"560","4","survey","1","2","0.0615937","0.872752","0.0651639","0.000490029","99994","6.19806e-07"
"561","5","survey","1","2","0.0639574","0.879035","0.0564977","0.00050998","100004","0.350854"
"562","6","survey","1","2","0.06657","0.89949","0.03369","0.00025","1e+05","0.247666"
"563","7","survey","1","2","0.0427309","0.918498","0.0385708","0.000200004","99998","0.0755944"
"564","8","survey","1","2","1e-05","0.42328","0.57211","0.0046","1e+05","6.22553e-07"
"565","9","survey","1","2","0.0710814","0.915588","0.0129603","0.000370007","99998","0.3603"
"566","10","survey","1","2","0.059183","0.875864","0.0646332","0.000320016","99995","0.292822"
"567","11","survey","1","2","0.06481","0.8862","0.04858","0.00041","1e+05","0.0876157"
"568","12","survey","1","2","0.0555928","0.826361","0.117136","0.000910046","99995","5.77857e-07"
"569","13","survey","1","2","0.0658687","0.893602","0.0400792","0.000449991","100002","0.35999"
"570","14","survey","1","2","0.06514","0.88249","0.05202","0.00035","1e+05","0.354753"
"571","15","survey","1","2","0.0652633","0.897405","0.0370719","0.000260013","99995","0.108881"
"572","16","survey","1","2","0.0557028","0.824031","0.119426","0.000840042","99995","5.7491e-07"
"573","17","survey","1","2","0.0676114","0.911048","0.0211204","0.000220004","99998","0.317269"
"574","18","survey","1","2","0.0636113","0.873797","0.0622512","0.000340007","99998","0.360885"
"575","19","survey","1","2","0.0623212","0.876918","0.0602112","0.000550011","99998","0.117683"
"576","20","survey","1","2","0.0647313","0.886708","0.048151","0.000410008","99998","5.01863e-07"
"577","21","survey","1","2","0.0649513","0.894138","0.0406008","0.000310006","99998","0.24371"
"578","22","survey","1","2","0.067982","0.886357","0.0453414","0.00032001","99997","0.189109"
"579","23","survey","1","2","0.0648839","0.895344","0.0395024","0.000270016","99994","0.0641081"
"580","24","survey","1","2","0.0578741","0.843669","0.0977368","0.00072005","99993","2.23556e-07"
"581","25","survey","1","2","0.0649219","0.892247","0.0423613","0.000470014","99997","0.340371"
"582","26","survey","1","2","0.0629719","0.878516","0.0580817","0.000430013","99997","0.240053"
"583","27","survey","1","2","0.0670613","0.889188","0.0433909","0.000360007","99998","0.0773628"
"584","28","survey","1","2","0.0623012","0.874167","0.0630513","0.00048001","99998","2.20521e-07"
"585","29","survey","1","2","0.0639213","0.894248","0.0414908","0.000340007","99998","0.350853"
"586","30","survey","1","2","0.0625725","0.877675","0.0593124","0.000440018","99996","0.274387"
"587","31","survey","1","2","0.066032","0.886347","0.0472114","0.000410012","99997","0.08539"
"588","32","survey","1","2","0.0630194","0.875631","0.0608694","0.000479995","100001","1.96964e-07"
"589","33","survey","1","2","0.0627806","0.883689","0.0530405","0.000490005","99999","0.359892"
"590","34","survey","1","2","0.065108","0.889723","0.0447987","0.000369989","100003","0.33336"
"591","35","survey","1","2","0.0626319","0.868566","0.068282","0.000520016","99997","0.104336"
"592","36","survey","1","2","0.067112","0.893457","0.0391012","0.00033001","99997","1.93975e-07"
"593","37","survey","1","2","0.06124","0.87504","0.06327","0.00045","1e+05","0.340695"
"594","38","survey","1","2","0.0658407","0.895569","0.0382604","0.000330003","99999","0.385942"
"595","39","survey","1","2","0.0599912","0.868477","0.0710314","0.00050001","99998","0.126641"
"596","40","survey","1","2","0.0679334","0.897595","0.0341717","0.000300015","99995","1.90675e-07"
"597","41","survey","1","2","0.0607612","0.866857","0.0718914","0.00049001","99998","0.239099"
"598","42","survey","1","2","0.0607588","0.859263","0.0791784","0.000799984","100002","0.18302"
"599","43","survey","1","2","0.0634432","0.882244","0.0537727","0.000540027","99995","0.0623826"
"600","44","survey","1","2","0.0634719","0.874476","0.0615618","0.000490015","99997","7.68941e-08"
"601","45","survey","1","2","0.0645","0.88758","0.04752","4e-04","1e+05","0.250478"
"602","46","survey","1","2","0.0607106","0.866749","0.0719907","0.000550006","99999","0.101267"
"603","47","survey","1","2","0.0639881","0.881204","0.0543084","0.000499985","100003","0.030308"
"604","48","survey","1","2","0.0666707","0.890639","0.0423704","0.000320003","99999","3.04786e-08"
"605","49","survey","1","2","0.0621906","0.879299","0.0580906","0.000420004","99999","0.193151"
"606","50","survey","1","2","0.0646194","0.882241","0.0526995","0.000439996","100001","0.0147154"
"607","51","survey","1","2","0.05626","0.83304","0.10977","0.00093","1e+05","0.000762269"
"608","52","survey","1","2","0.0656607","0.906609","0.0274303","0.000300003","99999","4.9867e-10"
"609","53","survey","1","2","0.06061","0.86773","0.0712","0.00046","1e+05","0.389"
"610","54","survey","1","2","0.0631013","0.873007","0.0632813","0.000610012","99998","0.0789674"
"611","55","survey","1","2","0.067012","0.892677","0.0399812","0.00033001","99997","0.00328071"
"612","56","survey","1","2","0.0596006","0.858109","0.0817108","0.000580006","99999","4.98134e-10"
"613","57","survey","1","2","0.0665793","0.904981","0.0281697","0.000269997","100001","0.380849"
"614","58","survey","1","2","0.0577717","0.850276","0.0913527","0.000600018","99997","0.122991"
"615","59","survey","1","2","0.0635913","0.880848","0.0549511","0.000610012","99998","0.00779702"
"616","60","survey","1","2","0.0623906","0.881599","0.0555706","0.000440004","99999","3.46562e-10"
"617","61","survey","1","2","0.06692","0.89212","0.04063","0.00033","1e+05","0.443521"
"618","62","survey","1","2","0.0580812","0.852577","0.0886818","0.000660013","99998","0.207811"
"619","63","survey","1","2","0.0643926","0.890246","0.0448918","0.000470019","99996","0.0183702"
"620","64","survey","1","2","0.0595688","0.861613","0.0782184","0.000599988","100002","3.43495e-10"
"621","65","survey","1","2","0.0660793","0.886381","0.0470795","0.000459995","100001","0.446594"
"622","66","survey","1","2","0.0657207","0.892749","0.0412304","0.000300003","99999","0.295636"
"623","67","survey","1","2","0.0574206","0.839598","0.102231","0.000750008","99999","0.0349286"
"624","68","survey","1","2","0.0647919","0.891587","0.0431413","0.000480014","99997","3.4214e-10"
"625","69","survey","1","2","0.0636625","0.887465","0.0485219","0.000350014","99996","0.417775"
"626","70","survey","1","2","0.0629006","0.878939","0.0577106","0.000450005","99999","0.375953"
"627","71","survey","1","2","0.06508","0.87583","0.05859","5e-04","1e+05","0.0574459"
"628","72","survey","1","2","0.0625625","0.883245","0.0537421","0.000450018","99996","3.42133e-10"
"629","73","survey","1","2","0.0671707","0.898759","0.0338103","0.000260003","99999","0.371688"
"630","74","survey","1","2","0.0558506","0.837818","0.105591","0.000740007","99999","0.439657"
"631","75","survey","1","2","0.065382","0.895297","0.0388812","0.000440013","99997","0.0845314"
"632","76","survey","1","2","0.0623712","0.882738","0.0545111","0.000380008","99998","3.3981e-10"
"633","77","survey","1","2","0.0592958","0.85641","0.0835442","0.000749948","100007","0.31678"
"634","78","survey","1","2","0.0660593","0.889951","0.0435596","0.000429996","100001","0.467589"
"635","79","survey","1","2","0.0628213","0.879668","0.0570611","0.000450009","99998","0.110461"
"636","80","survey","1","2","0.0604806","0.871469","0.0674807","0.000570006","99999","3.23178e-10"
"637","1","survey","1","3","0.0548888","0.452696","0.333703","0.158711","99073","0.27968"
"638","2","survey","1","3","0.054866","0.453177","0.334544","0.157413","99096","0.501384"
"639","3","survey","1","3","0.0552215","0.45503","0.33369","0.156059","99110","0.142344"
"640","4","survey","1","3","0.0540052","0.450693","0.336102","0.1592","99083","3.20353e-10"
"641","5","survey","1","3","0.0542665","0.454026","0.334719","0.156988","99122","0.239142"
"642","6","survey","1","3","0.0541978","0.453935","0.333875","0.157992","99100","0.49348"
"643","7","survey","1","3","0.0538293","0.453684","0.33336","0.159126","99091","0.165432"
"644","8","survey","1","3","0.0542308","0.452778","0.335597","0.157394","99095","2.98569e-10"
"645","9","survey","1","3","0.0545132","0.453243","0.332973","0.15927","99077","0.218407"
"646","10","survey","1","3","0.0548355","0.451888","0.334373","0.158904","99060","0.512288"
"647","11","survey","1","3","0.0547247","0.453146","0.333767","0.158362","99096","0.199302"
"648","12","survey","1","3","0.0552965","0.453516","0.33299","0.158198","99066","2.97792e-10"
"649","13","survey","1","3","0.0548988","0.452314","0.332098","0.160689","99055","0.191553"
"650","14","survey","1","3","0.0563426","0.455917","0.331346","0.156395","99108","0.31956"
"651","15","survey","1","3","0.0570241","0.470651","0.321694","0.150632","99116","0.14057"
"652","16","survey","1","3","0.0598751","0.492956","0.311528","0.135641","99240","1.78217e-10"
"653","17","survey","1","3","0.0584236","0.514339","0.301244","0.125993","99275","0.25315"
"654","18","survey","1","3","0.0560476","0.531249","0.299239","0.113464","99362","0.339453"
"655","19","survey","1","3","0.0500689","0.538306","0.304336","0.107289","99423","0.158487"
"656","20","survey","1","3","0.0456556","0.545113","0.307695","0.101536","99462","1.73072e-10"
"657","21","survey","1","3","0.0409264","0.546332","0.314078","0.0986636","99520","0.271585"
"658","22","survey","1","3","0.0390983","0.546182","0.320799","0.0939204","99595","0.369713"
"659","23","survey","1","3","0.0359908","0.538828","0.32944","0.0957412","99581","0.178981"
"660","24","survey","1","3","0.035062","0.533722","0.336001","0.0952156","99595","1.69504e-10"
"661","25","survey","1","3","0.0339063","0.52489","0.342949","0.098255","99598","0.261692"
"662","26","survey","1","3","0.035582","0.523261","0.34236","0.0987965","99629","0.37852"
"663","27","survey","1","3","0.0364895","0.520979","0.342044","0.100487","99645","0.190405"
"664","28","survey","1","3","0.0391451","0.523225","0.335588","0.102042","99655","1.57158e-10"
"665","29","survey","1","3","0.0398723","0.526732","0.329569","0.103827","99618","0.254591"
"666","30","survey","1","3","0.0431213","0.530564","0.324042","0.102272","99626","0.40194"
"667","31","survey","1","3","0.0461486","0.536255","0.316665","0.100931","99613","0.211237"
"668","32","survey","1","3","0.0483103","0.536685","0.313415","0.10159","99606","1.52771e-10"
"669","33","survey","1","3","0.0490608","0.542982","0.30836","0.0995974","99611","0.235505"
"670","34","survey","1","3","0.0516748","0.54385","0.306064","0.098411","99623","0.396686"
"671","35","survey","1","3","0.0517804","0.546927","0.305894","0.0953992","99613","0.219311"
"672","36","survey","1","3","0.0530204","0.549417","0.303728","0.0938347","99622","1.39809e-10"
"673","37","survey","1","3","0.0501877","0.550127","0.305764","0.0939213","99626","0.22514"
"674","38","survey","1","3","0.0508049","0.551728","0.306395","0.0910715","99636","0.377505"
"675","39","survey","1","3","0.0484603","0.551261","0.307082","0.0931967","99628","0.219359"
"676","40","survey","1","3","0.048284","0.542075","0.315221","0.0944197","99619","1.24032e-10"
"677","41","survey","1","3","0.0453395","0.525768","0.325521","0.103372","99582","0.190576"
"678","42","survey","1","3","0.0462421","0.513695","0.330183","0.10988","99563","0.0176767"
"679","43","survey","1","3","0.0481802","0.504023","0.331224","0.116573","99543","0.00355971"
"680","44","survey","1","3","0.0531494","0.493569","0.331789","0.121493","99512","1.73111e-12"
"681","45","survey","1","3","0.0571205","0.491063","0.326196","0.125621","99474","0.386162"
"682","46","survey","1","3","0.0627457","0.487848","0.322115","0.127291","99449","0.0811404"
"683","47","survey","1","3","0.0656165","0.487501","0.315539","0.131344","99411","0.00625948"
"684","48","survey","1","3","0.0701858","0.486987","0.314705","0.128123","99436","1.73049e-12"
"685","49","survey","1","3","0.0699441","0.488079","0.310723","0.131253","99365","0.453439"
"686","50","survey","1","3","0.0732805","0.488697","0.307404","0.130619","99358","0.168177"
"687","51","survey","1","3","0.0709749","0.491852","0.307967","0.129206","99345","0.0138513"
"688","52","survey","1","3","0.0694519","0.493784","0.308502","0.128263","99335","1.68114e-12"
"689","53","survey","1","3","0.066472","0.495636","0.309055","0.128837","99335","0.465262"
"690","54","survey","1","3","0.0664405","0.496719","0.311519","0.125322","99352","0.262545"
"691","55","survey","1","3","0.0643262","0.494832","0.314455","0.126388","99353","0.0279409"
"692","56","survey","1","3","0.0618564","0.494861","0.316681","0.126602","99343","1.67874e-12"
"693","57","survey","1","3","0.0605609","0.495487","0.318906","0.125047","99371","0.433426"
"694","58","survey","1","3","0.0580698","0.49239","0.322147","0.127393","99346","0.342261"
"695","59","survey","1","3","0.0567015","0.494325","0.323143","0.12583","99380","0.0473221"
"696","60","survey","1","3","0.0555572","0.489459","0.326179","0.128805","99375","1.64214e-12"
"697","61","survey","1","3","0.0554672","0.490338","0.324389","0.129806","99356","0.393628"
"698","62","survey","1","3","0.0551631","0.489585","0.325947","0.129304","99378","0.415263"
"699","63","survey","1","3","0.05303","0.488756","0.326505","0.131709","99340","0.0728463"
"700","64","survey","1","3","0.0533982","0.489844","0.324164","0.132595","99348","1.64228e-12"
"701","65","survey","1","3","0.0538685","0.492084","0.32308","0.130967","99353","0.341913"
"702","66","survey","1","3","0.0551676","0.494163","0.321677","0.128993","99370","0.464713"
"703","67","survey","1","3","0.0541871","0.498415","0.318066","0.129332","99341","0.101059"
"704","68","survey","1","3","0.0539852","0.50081","0.319202","0.126002","99379","1.61196e-12"
"705","69","survey","1","3","0.0517644","0.504731","0.317531","0.125974","99354","0.292373"
"706","70","survey","1","3","0.0514755","0.502893","0.320475","0.125157","99387","0.489567"
"707","71","survey","1","3","0.0497796","0.504206","0.321822","0.124192","99378","0.12922"
"708","72","survey","1","3","0.0485497","0.504801","0.32138","0.125269","99362","1.55292e-12"
"709","73","survey","1","3","0.04865","0.506277","0.322733","0.122339","99404","0.255814"
"710","74","survey","1","3","0.0474997","0.504226","0.323403","0.124872","99390","0.516479"
"711","75","survey","1","3","0.0463441","0.504402","0.323201","0.126053","99387","0.162342"
"712","76","survey","1","3","0.0456453","0.502259","0.32644","0.125655","99375","1.54066e-12"
"713","77","survey","1","3","0.0459088","0.503034","0.323998","0.127059","99371","0.220279"
"714","78","survey","1","3","0.0467058","0.501791","0.324164","0.127339","99388","0.531496"
"715","79","survey","1","3","0.0471317","0.502521","0.324167","0.126181","99381","0.19613"
"716","80","survey","1","3","0.0466298","0.500921","0.32346","0.128989","99357","1.52381e-12"
"717","1","survey","1","4","0.426916","0.228074","0.123277","0.000980059","99994","0.188827"
"718","2","survey","1","4","0.756641","0.155975","0.0837934","0.000630101","99984","0.496824"
"719","3","survey","1","4","0.684349","0.231257","0.0837134","0.000680109","99984","0.212438"
"720","4","survey","1","4","0.42664","0.494019","0.078581","0.000760106","99986","1.39026e-12"
"721","5","survey","1","4","0.280375","0.644213","0.074702","0.000710114","99984","0.18831"
"722","6","survey","1","4","0.215202","0.698868","0.0852705","0.000660158","99976","0.088201"
"723","7","survey","1","4","0.212636","0.690053","0.0966616","0.000650078","99988","0.0380685"
"724","8","survey","1","4","0.150374","0.721265","0.12761","0.00075012","99984","2.13981e-13"
"725","9","survey","1","4","0.113904","0.727173","0.158003","0.000920193","99979","0.344632"
"726","10","survey","1","4","0.0888616","0.721974","0.188284","0.000880114","99987","0.136066"
"727","11","survey","1","4","0.0165317","0.291509","0.10157","0.00040004","99990","0.0429257"
"728","12","survey","1","4","0.585377","0.280866","0.133157","0.000590118","99980","2.02374e-13"
"729","13","survey","1","4","0.365544","0.478117","0.155539","0.000800096","99988","0.410912"
"730","14","survey","1","4","0.104817","0.714744","0.179369","0.00107017","99984","0.21135"
"731","15","survey","1","4","0.0652885","0.729605","0.203686","0.00142018","99987","0.0536432"
"732","16","survey","1","4","0.0978978","0.681945","0.218527","0.00163013","99992","2.0007e-13"
"733","17","survey","1","4","0.165458","0.608857","0.223835","0.0018402","99989","0.402854"
"734","18","survey","1","4","0.26419","0.528969","0.204851","0.00196029","99985","0.272015"
"735","19","survey","1","4","0.33603","0.479173","0.182656","0.00214019","99991","0.0651083"
"736","20","survey","1","4","0.29611","0.535405","0.166385","0.00210057","99973","1.85289e-13"
"737","21","survey","1","4","0.195001","0.663066","0.140382","0.00155025","99984","0.202157"
"738","22","survey","1","4","0.183781","0.692838","0.122451","0.000930158","99983","0.0320134"
"739","23","survey","1","4","0.201058","0.661659","0.136403","0.000880211","99976","0.00521505"
"740","24","survey","1","4","0.263969","0.607317","0.128044","0.000670074","99989","1.10178e-14"
"741","25","survey","1","4","0.345198","0.537529","0.116653","0.000610067","99989","0.385646"
"742","26","survey","1","4","0.00549121","0.0432095","0.00897197","2.00044e-05","99978","0.0954803"
"743","27","survey","1","4","0.968504","0.0249747","0.00605115","-999","99981","0.00886676"
"744","28","survey","1","4","0.762304","0.233005","0.0046907","-999","99985","1.09619e-14"
"745","29","survey","1","4","0.189644","0.805495","0.00486087","-999","99982","0.456065"
"746","30","survey","1","4","0.0279667","0.948378","0.0236557","-999","99976","0.185601"
"747","31","survey","1","4","0.033208","0.885843","0.0809494","-999","99976","0.017813"
"748","32","survey","1","4","0.0768815","0.79817","0.124939","1.00015e-05","99985","1.09967e-14"
"749","33","survey","1","4","0.137763","0.702589","0.159587","5.00085e-05","99983","0.383468"
"750","34","survey","1","4","0.182953","0.641205","0.175742","0.000100018","99982","0.202968"
"751","35","survey","1","4","0.219975","0.593262","0.186583","0.000180013","99993","0.0237141"
"752","36","survey","1","4","0.283591","0.54356","0.172589","0.000250028","99989","7.89459e-15"
"753","37","survey","1","4","0.341698","0.498285","0.159598","0.000420046","99989","0.41822"
"754","38","survey","1","4","0.33284","0.524867","0.141803","0.000490044","99991","0.281545"
"755","39","survey","1","4","0.0101326","0.0736992","0.0163242","6.00156e-05","99974","0.0397388"
"756","40","survey","1","4","0.919521","0.0638847","0.0164938","9.00207e-05","99977","7.9336e-15"
"757","41","survey","1","4","0.554779","0.427778","0.0173328","0.000110018","99984","0.3887"
"758","42","survey","1","4","0.112696","0.866291","0.0208329","0.000180025","99986","0.329254"
"759","43","survey","1","4","0.0270527","0.919272","0.0534353","0.000240024","99990","0.0560747"
"760","44","survey","1","4","0.0415079","0.857923","0.100269","0.000300057","99981","7.32348e-15"
"761","45","survey","1","4","0.00690124","0.401672","0.0707527","0.000130023","99982","0.373188"
"762","46","survey","1","4","0.550544","0.364722","0.0846244","0.000100017","99983","0.395299"
"763","47","survey","1","4","0.364266","0.533673","0.10199","7.0007e-05","99990","0.0804658"
"764","48","survey","1","4","0.119728","0.759954","0.120218","0.000100015","99985","7.39119e-15"
"765","49","survey","1","4","0.0956405","0.754683","0.149446","0.000230025","99989","0.320841"
"766","50","survey","1","4","0.120748","0.693009","0.185813","0.00043003","99993","0.399029"
"767","51","survey","1","4","0.112431","0.657626","0.229113","0.000830083","99990","0.0961432"
"768","52","survey","1","4","0.111013","0.634096","0.25362","0.00127015","99988","6.59214e-15"
"769","53","survey","1","4","0.148042","0.576816","0.273262","0.00188015","99992","0.305149"
"770","54","survey","1","4","0.167195","0.538883","0.291451","0.00247052","99979","0.437086"
"771","55","survey","1","4","0.224307","0.302289","0.176415","0.00174005","99997","0.122478"
"772","56","survey","1","4","0.651817","0.145211","0.0922509","0.00106001","99999","6.58052e-15"
"773","57","survey","1","4","0.725152","0.179535","0.0940532","0.00126018","99986","0.278731"
"774","58","survey","1","4","0.316224","0.585099","0.0970765","0.00160027","99983","0.467636"
"775","59","survey","1","4","0.0659579","0.851532","0.0816498","0.000860103","99988","0.150842"
"776","60","survey","1","4","0.0449163","0.840478","0.113836","0.000770108","99986","6.61122e-15"
"777","61","survey","1","4","0.0541698","0.788132","0.156718","0.000980176","99982","0.249552"
"778","62","survey","1","4","0.0724072","0.729283","0.19701","0.00130013","99990","0.495245"
"779","63","survey","1","4","0.111301","0.667567","0.219562","0.00156002","99999","0.182804"
"780","64","survey","1","4","0.167145","0.59669","0.234505","0.00164025","99985","6.77329e-15"
"781","65","survey","1","4","0.190774","0.562061","0.246254","0.000910164","99982","0.217764"
"782","66","survey","1","4","0.186168","0.554504","0.258397","0.000930242","99974","0.516735"
"783","67","survey","1","4","0.213246","0.521789","0.263745","0.00122021","99983","0.217486"
"784","68","survey","1","4","0.210695","0.516826","0.270809","0.00167012","99993","7.04271e-15"
"785","69","survey","1","4","0.175894","0.543121","0.278636","0.00235005","99998","0.185779"
"786","70","survey","1","4","0.181837","0.548792","0.26664","0.00273041","99985","0.499252"
"787","71","survey","1","4","0.219239","0.517357","0.259984","0.00342044","99987","0.238633"
"788","72","survey","1","4","0.227292","0.512592","0.256036","0.00408057","99986","6.97365e-15"
"789","73","survey","1","4","0.254403","0.507695","0.233702","0.00420021","99995","0.169025"
"790","74","survey","1","4","0.241731","0.530059","0.223809","0.00440057","99987","0.503703"
"791","75","survey","1","4","0.264948","0.540817","0.190584","0.00365066","99982","0.271217"
"792","76","survey","1","4","0.309811","0.553407","0.135491","0.0012903","99977","7.38053e-15"
"793","77","survey","1","4","0.352752","0.527463","0.119144","0.000630076","99988","0.160692"
"794","78","survey","1","4","0.376954","0.512717","0.109779","0.000550094","99983","0.371565"
"795","79","survey","1","4","0.3498","0.537608","0.111982","0.000610122","99980","0.222122"
"796","80","survey","1","4","0.422785","0.278937","0.0543433","0.000310019","99994","5.80551e-15"
"797","1","survey","1","5","0.403116","0.287441","0.0704228","9.00036e-05","99996","0.724734"
"798","2","survey","1","5","0.399428","0.290671","0.0706379","9.9997e-05","100003","0.204156"
"799","3","survey","1","5","0.399236","0.295307","0.0725393","9.9999e-05","100001","0.0333759"
"800","4","survey","1","5","0.394146","0.296862","0.074763","0.000100004","99996","7.00118e-05"
"801","5","survey","1","5","0.39243","0.299785","0.0759438","0.000110006","99995","0.474188"
"802","6","survey","1","5","0.39023","0.303815","0.0789039","0.000120006","99995","0.402784"
"803","7","survey","1","5","0.386625","0.305318","0.0808268","0.000129995","100004","0.118964"
"804","8","survey","1","5","0.386545","0.304302","0.0815133","0.000120005","99996","0.000610566"
"805","9","survey","1","5","0.384308","0.307016","0.0840317","0.000130003","99998","0.214513"
"806","10","survey","1","5","0.385604","0.305763","0.0837308","0.000130001","99999","3.78143e-06"
"807","11","survey","1","5","0.387245","0.306092","0.0836733","0.000130005","99996","3.78143e-06"
"808","12","survey","1","5","0.384782","0.306084","0.0841383","0.000129997","100002","3.78143e-06"
"809","13","survey","1","5","0.381239","0.310341","0.0854374","0.000129996","100003","0.214514"
"810","14","survey","1","5","0.382763","0.308328","0.083565","0.000120007","99994","3.30207e-09"
"811","15","survey","1","5","0.381249","0.310281","0.0860074","0.000129996","100003","3.30207e-09"
"812","16","survey","1","5","0.381424","0.309873","0.0849708","0.000130001","99999","3.30207e-09"
"813","17","survey","1","5","0.379083","0.310609","0.0862952","0.000130008","99994","0.214514"
"814","18","survey","1","5","0.381159","0.308831","0.0862474","0.000129996","100003","2.14009e-12"
"815","19","survey","1","5","0.378684","0.311128","0.088938","0.000130012","99991","2.14009e-12"
"816","20","survey","1","5","0.379408","0.313351","0.0887089","0.000130013","99990","2.14009e-12"
"817","21","survey","1","5","0.378278","0.313051","0.0912591","0.000150015","99990","0.214514"
"818","22","survey","1","5","0.37801","0.314995","0.0900872","0.00013001","99992","5.8391e-08"
"819","23","survey","1","5","0.37778","0.313585","0.0918974","0.000160013","99992","5.8391e-08"
"820","24","survey","1","5","0.375833","0.315109","0.0915455","0.00016001","99994","5.8391e-08"
"821","25","survey","1","5","0.374145","0.317003","0.0941838","0.000180007","99996","0.2"
"822","26","survey","1","5","0.37281","0.31673","0.09629","0.00019","1e+05","0.2"
"823","27","survey","1","5","0.370514","0.317103","0.096841","0.000190002","99999","0.2"
"824","28","survey","1","5","0.372914","0.318759","0.0964187","0.000190017","99991","0.2"
"825","29","survey","1","5","0.370649","0.318676","0.0979349","0.00019001","99995","0.2"
"826","30","survey","1","5","0.36952","0.32054","0.09687","0.00019","1e+05","0.2"
"827","31","survey","1","5","0.370962","0.319809","0.0977459","0.000190011","99994","0.2"
"828","32","survey","1","5","0.371345","0.320113","0.098764","0.000190008","99996","0.2"
"829","33","survey","1","5","0.365136","0.320962","0.101197","0.000200014","99993","0.2"
"830","34","survey","1","5","0.364396","0.322122","0.10113","0.00020002","99990","0.2"
"831","35","survey","1","5","0.365747","0.322202","0.10205","0.000210021","99990","0.2"
"832","36","survey","1","5","0.366948","0.321046","0.101905","0.000210011","99995","0.2"
"833","37","survey","1","5","0.365613","0.320179","0.102499","0.00022002","99991","0.209923"
"834","38","survey","1","5","0.368664","0.320788","0.101212","0.000200024","99988","0.0632599"
"835","39","survey","1","5","0.364233","0.321939","0.104789","0.000230021","99991","0.0632599"
"836","40","survey","1","5","0.366861","0.32072","0.101983","0.000200006","99997","0.0632599"
"837","41","survey","1","5","0.367861","0.32055","0.103103","0.000210006","99997","0.214514"
"838","42","survey","1","5","0.367421","0.31857","0.102753","0.000220007","99997","4.23442e-09"
"839","43","survey","1","5","0.364271","0.32102","0.103663","0.000230007","99997","4.23442e-09"
"840","44","survey","1","5","0.367722","0.320639","0.102366","0.000220013","99994","4.23442e-09"
"841","45","survey","1","5","0.367887","0.320546","0.102932","0.000210004","99998","0.2"
"842","46","survey","1","5","0.367095","0.318768","0.101125","0.000190029","99985","0.2"
"843","47","survey","1","5","0.366342","0.319299","0.102516","0.000210013","99994","0.2"
"844","48","survey","1","5","0.365592","0.320029","0.101236","0.000190011","99994","0.2"
"845","49","survey","1","5","0.366956","0.319812","0.102317","0.000200014","99993","0.2"
"846","50","survey","1","5","0.364958","0.320391","0.102466","0.000200032","99984","0.2"
"847","51","survey","1","5","0.363795","0.319602","0.104467","0.000230016","99993","0.2"
"848","52","survey","1","5","0.363785","0.319302","0.104797","0.000230016","99993","0.2"
"849","53","survey","1","5","0.367077","0.315492","0.10378","0.000240024","99990","0.214514"
"850","54","survey","1","5","0.369493","0.314648","0.101679","0.00022002","99991","5.11859e-09"
"851","55","survey","1","5","0.368634","0.313888","0.101032","0.000200024","99988","5.11859e-09"
"852","56","survey","1","5","0.370043","0.311988","0.100339","0.00022002","99991","5.11859e-09"
"853","57","survey","1","5","0.36933","0.314955","0.100058","0.000200016","99992","0.2"
"854","58","survey","1","5","0.370744","0.315173","0.101691","0.000230002","99999","0.2"
"855","59","survey","1","5","0.368101","0.314009","0.101843","0.000230007","99997","0.2"
"856","60","survey","1","5","0.368583","0.314978","0.100849","0.000210019","99991","0.2"
"857","61","survey","1","5","0.370116","0.313912","0.101047","0.000220015","99993","0.214514"
"858","62","survey","1","5","0.372153","0.312988","0.100039","0.000200018","99991","8.24833e-11"
