"","number","area","year","species","type","InpN","lenbin","obs_value","label","pred_value","nll"
"2765",1,NA,68,3,0,1000,3,0.500810030288089,"survey",0.0702566,-983.628
"2766",1,NA,68,3,0,1000,4,0.319202245947333,"survey",0.133942,-277.201
"2767",1,NA,68,3,0,1000,5,0.12600247537206,"survey",0.631893,203.169
"2768",1,NA,69,3,0,1000,2,0.051764398011152,"survey",0.173284,62.5432
"2769",1,NA,69,3,0,1000,3,0.504730559413813,"survey",0.10358,-799.333
"2770",1,NA,69,3,0,1000,4,0.317531251887191,"survey",0.0967132,-377.489
"2771",1,NA,69,3,0,1000,5,0.125973790687843,"survey",0.468034,165.336
"2772",1,NA,70,3,0,1000,2,0.0514755450914103,"survey",0.128511,47.0955
"2773",1,NA,70,3,0,1000,3,0.502892732449918,"survey",0.170744,-543.23
"2774",1,NA,70,3,0,1000,4,0.320474508738567,"survey",0.146734,-250.349
"2775",1,NA,70,3,0,1000,5,0.125157213720104,"survey",0.516207,177.34
"2776",1,NA,71,3,0,1000,2,0.04977962929421,"survey",0.0911599,30.1172
"2777",1,NA,71,3,0,1000,3,0.504206162329691,"survey",0.144844,-628.91
"2778",1,NA,71,3,0,1000,4,0.321821731167864,"survey",0.176524,-193.267
"2779",1,NA,71,3,0,1000,5,0.124192477208235,"survey",0.536174,181.647
"2780",1,NA,72,3,0,1000,2,0.0485497473883376,"survey",0.252477,80.0454
"2781",1,NA,72,3,0,1000,3,0.504800628006683,"survey",0.122822,-713.498
"2782",1,NA,72,3,0,1000,4,0.321380406996639,"survey",0.0931233,-398.094
"2783",1,NA,72,3,0,1000,5,0.125269217608341,"survey",0.268786,95.6369
"2784",1,NA,73,3,0,1000,2,0.0486499537241962,"survey",0.201297,69.0892
"2785",1,NA,73,3,0,1000,3,0.506277413383767,"survey",0.243855,-369.841
"2786",1,NA,73,3,0,1000,4,0.322733491609996,"survey",0.172791,-201.625
"2787",1,NA,73,3,0,1000,5,0.122339141282041,"survey",0.319492,117.438
"2788",1,NA,74,3,0,1000,2,0.0474997484656404,"survey",0.0955131,33.1804
"2789",1,NA,74,3,0,1000,3,0.504225777241171,"survey",0.219638,-419.033
"2790",1,NA,74,3,0,1000,4,0.323402756816581,"survey",0.254779,-77.1321
"2791",1,NA,74,3,0,1000,5,0.124871717476607,"survey",0.411162,148.81
"2792",1,NA,75,3,0,1000,2,0.046344089267208,"survey",0.0391389,-7.83108
"2793",1,NA,75,3,0,1000,3,0.504401984162919,"survey",0.148123,-618.059
"2794",1,NA,75,3,0,1000,4,0.323201223500055,"survey",0.274697,-52.5544
"2795",1,NA,75,3,0,1000,5,0.126052703069818,"survey",0.533333,181.824
"2796",1,NA,76,3,0,1000,2,0.0456452830188679,"survey",0.0176596,-43.3458
"2797",1,NA,76,3,0,1000,3,0.502259119496855,"survey",0.0860959,-885.812
"2798",1,NA,76,3,0,1000,4,0.326440251572327,"survey",0.241992,-97.7178
"2799",1,NA,76,3,0,1000,5,0.12565534591195,"survey",0.649521,206.413
"2800",1,NA,77,3,0,1000,2,0.0459087661390144,"survey",0.186532,64.3617
"2801",1,NA,77,3,0,1000,3,0.503034084390818,"survey",0.0821024,-911.845
"2802",1,NA,77,3,0,1000,4,0.323997947087178,"survey",0.1128,-341.857
"2803",1,NA,77,3,0,1000,5,0.127059202382989,"survey",0.413567,149.951
"2804",1,NA,78,3,0,1000,2,0.0467058397392039,"survey",0.151847,55.0663
"2805",1,NA,78,3,0,1000,3,0.501790960679358,"survey",0.180423,-513.272
"2806",1,NA,78,3,0,1000,4,0.324163882963738,"survey",0.153032,-243.317
"2807",1,NA,78,3,0,1000,5,0.1273393166177,"survey",0.469633,166.19
"2808",1,NA,79,3,0,1000,2,0.0471317455046739,"survey",0.177399,62.471
"2809",1,NA,79,3,0,1000,3,0.502520602529659,"survey",0.151239,-603.414
"2810",1,NA,79,3,0,1000,4,0.324166591199525,"survey",0.144997,-260.807
"2811",1,NA,79,3,0,1000,5,0.126181060766142,"survey",0.372525,136.602
"2812",1,NA,80,3,0,1000,2,0.0466298298056503,"survey",0.16116,57.8284
"2813",1,NA,80,3,0,1000,3,0.500920921525408,"survey",0.184232,-501.046
"2814",1,NA,80,3,0,1000,4,0.323459846815021,"survey",0.176143,-196.592
"2815",1,NA,80,3,0,1000,5,0.128989401853921,"survey",0.391356,143.164
"2816",1,NA,1,4,0,1000,1,0.220753245194712,"survey",0.142263,-96.9912
"2817",1,NA,1,4,0,1000,2,0.426915614936896,"survey",0.403321,-24.272
"2818",1,NA,1,4,0,1000,3,0.228073684421065,"survey",0.330187,84.3853
"2819",1,NA,1,4,0,1000,4,0.123277396643799,"survey",0.123189,-0.0881044
"2820",1,NA,1,4,0,1000,5,0.000980058803528212,"survey",0.00103914,0.0573722
"2821",1,NA,2,4,0,1000,1,0.00296047367578813,"survey",0.520475,15.3038
"2822",1,NA,2,4,0,1000,2,0.756641062570011,"survey",0.332536,-622.066
"2823",1,NA,2,4,0,1000,3,0.155974955992959,"survey",0.124905,-34.648
"2824",1,NA,2,4,0,1000,4,0.0837934069451112,"survey",0.0218966,-112.453
"2825",1,NA,2,4,0,1000,5,0.000630100816130581,"survey",0.000187635,-0.763291
"2826",1,NA,3,4,0,1000,2,0.684349495919347,"survey",0.299388,-565.771
"2827",1,NA,3,4,0,1000,3,0.231257001120179,"survey",0.0512161,-348.614
"2828",1,NA,3,4,0,1000,4,0.0837133941430629,"survey",0.00223586,-303.275
"2829",1,NA,3,4,0,1000,5,0.000680108817410786,"survey",2.29016e-05,-2.30628
"2830",1,NA,4,4,0,1000,2,0.426639729562139,"survey",0.191146,-342.549
"2831",1,NA,4,4,0,1000,3,0.494019162682776,"survey",0.00288832,-2540.2
"2832",1,NA,4,4,0,1000,4,0.0785810013401876,"survey",8.526e-06,-717.347
"2833",1,NA,4,4,0,1000,5,0.000760106414898086,"survey",1.74124e-07,-6.37079
"2834",1,NA,5,4,0,1000,2,0.280374859977596,"survey",0.175718,-131.004
"2835",1,NA,5,4,0,1000,3,0.644213074091855,"survey",0.000253767,-5050.22
"2836",1,NA,5,4,0,1000,4,0.07470195231237,"survey",9.22463e-10,-1360.3
"2837",1,NA,5,4,0,1000,5,0.000710113618178909,"survey",9.64209e-10,-9.59337
"2838",1,NA,6,4,0,1000,2,0.215201648395615,"survey",0.174882,-44.6466
"2839",1,NA,6,4,0,1000,3,0.698867728254781,"survey",0.000133886,-5982.47
"2840",1,NA,6,4,0,1000,4,0.0852704649115788,"survey",1.08912e-12,-2138.9
"2841",1,NA,6,4,0,1000,5,0.000660158438025126,"survey",1.08915e-12,-13.3501
"2842",1,NA,7,4,0,1000,2,0.212635516261951,"survey",0.174359,-42.1997
"2843",1,NA,7,4,0,1000,3,0.69005280633676,"survey",6.05183e-05,-6446.18
"2844",1,NA,7,4,0,1000,4,0.096661599391927,"survey",1.45187e-12,-2408.96
"2845",1,NA,7,4,0,1000,5,0.000650078009361123,"survey",1.45187e-12,-12.9494
"2846",1,NA,8,4,0,1000,2,0.150374059849576,"survey",0.176598,24.1725
"2847",1,NA,8,4,0,1000,3,0.721265402464394,"survey",0.000378418,-5447.55
"2848",1,NA,8,4,0,1000,4,0.127610417666827,"survey",5.39207e-14,-3635.94
"2849",1,NA,8,4,0,1000,5,0.000750120019203072,"survey",5.39207e-14,-17.5198
"2850",1,NA,9,4,0,1000,2,0.113903919823163,"survey",0.178652,51.2664
"2851",1,NA,9,4,0,1000,3,0.727172706268316,"survey",0.000679338,-5072.61
"2852",1,NA,9,4,0,1000,4,0.15800318066794,"survey",7.6559e-14,-4480.27
"2853",1,NA,9,4,0,1000,5,0.000920193240580522,"survey",7.6559e-14,-21.3575
"2854",1,NA,10,4,0,1000,2,0.0888615520017602,"survey",0.184954,65.1381
"2855",1,NA,10,4,0,1000,3,0.721973856601358,"survey",0.00166077,-4385.78
"2856",1,NA,10,4,0,1000,4,0.188284476982008,"survey",5.40631e-13,-5003.89
"2857",1,NA,10,4,0,1000,5,0.000880114414873934,"survey",5.40631e-13,-18.6677
"2858",1,NA,11,4,0,1000,1,0.58998899889989,"survey",0.801473,180.741
"2859",1,NA,11,4,0,1000,2,0.0165316531653165,"survey",0.19512,40.8057
"2860",1,NA,11,4,0,1000,3,0.291509150915091,"survey",0.00340766,-1296.94
"2861",1,NA,11,4,0,1000,4,0.101570157015702,"survey",5.26026e-13,-2639.44
"2862",1,NA,11,4,0,1000,5,0.0004000400040004,"survey",5.26026e-13,-8.18061
"2863",1,NA,12,4,0,1000,1,1.000200040008e-05,"survey",0.772845,0.112573
"2864",1,NA,12,4,0,1000,2,0.585377075415083,"survey",0.218738,-576.233
"2865",1,NA,12,4,0,1000,3,0.280866173234647,"survey",0.00841637,-985.194
"2866",1,NA,12,4,0,1000,4,0.133156631326265,"survey",1.4221e-12,-3363.89
"2867",1,NA,12,4,0,1000,5,0.000590118023604721,"survey",1.4221e-12,-11.7101
"2868",1,NA,13,4,0,1000,2,0.365543865263832,"survey",0.187079,-244.861
"2869",1,NA,13,4,0,1000,3,0.47811737408489,"survey",0.00225492,-2561.15
"2870",1,NA,13,4,0,1000,4,0.155538664639757,"survey",3.71297e-11,-3446.07
"2871",1,NA,13,4,0,1000,5,0.000800096011521383,"survey",3.71297e-11,-13.5103
"2872",1,NA,14,4,0,1000,2,0.104816770683309,"survey",0.174472,53.4096
"2873",1,NA,14,4,0,1000,3,0.714744359097456,"survey",7.63216e-05,-6536.14
"2874",1,NA,14,4,0,1000,4,0.179368698991839,"survey",1.08829e-12,-4632.75
"2875",1,NA,14,4,0,1000,5,0.00107017122739638,"survey",1.08829e-12,-22.1595
"2876",1,NA,15,4,0,1000,2,0.0652884875033754,"survey",0.17615,64.8003
"2877",1,NA,15,4,0,1000,3,0.729604848630322,"survey",0.000314689,-5653.47
"2878",1,NA,15,4,0,1000,4,0.203686479242301,"survey",1.99631e-11,-4694.15
"2879",1,NA,15,4,0,1000,5,0.00142018462400112,"survey",1.99631e-11,-25.6772
"2880",1,NA,16,4,0,1000,2,0.0978978318265461,"survey",0.178656,58.889
"2881",1,NA,16,4,0,1000,3,0.681944555564445,"survey",0.000681075,-4711.58
"2882",1,NA,16,4,0,1000,4,0.218527482198576,"survey",1.50442e-11,-5113.36
"2883",1,NA,16,4,0,1000,5,0.00163013041043283,"survey",1.50442e-11,-30.1589
"2884",1,NA,17,4,0,1000,1,1.00011001210133e-05,"survey",0.819194,0.113146
"2885",1,NA,17,4,0,1000,2,0.165458200402044,"survey",0.179933,13.8765
"2886",1,NA,17,4,0,1000,3,0.608856974267169,"survey",0.000872994,-3986.44
"2887",1,NA,17,4,0,1000,4,0.223834621808399,"survey",1.16004e-12,-5816.5
"2888",1,NA,17,4,0,1000,5,0.00184020242226645,"survey",1.16004e-12,-38.9841
"2889",1,NA,18,4,0,1000,1,3.00045006751013e-05,"survey",0.816348,0.306383
"2890",1,NA,18,4,0,1000,2,0.264189628444267,"survey",0.182404,-97.8668
"2891",1,NA,18,4,0,1000,3,0.52896934540181,"survey",0.00124806,-3199.91
"2892",1,NA,18,4,0,1000,4,0.204850727609141,"survey",5.06987e-13,-5474.6
"2893",1,NA,18,4,0,1000,5,0.00196029404410662,"survey",5.06987e-13,-43.2747
"2894",1,NA,19,4,0,1000,2,0.336030242721845,"survey",0.174332,-220.515
"2895",1,NA,19,4,0,1000,3,0.479173125581302,"survey",5.67732e-05,-4332.09
"2896",1,NA,19,4,0,1000,4,0.182656439079517,"survey",6.40693e-12,-4397.18
"2897",1,NA,19,4,0,1000,5,0.00214019261733556,"survey",6.40693e-12,-42.0051
"2898",1,NA,20,4,0,1000,2,0.296109949686415,"survey",0.176327,-153.501
"2899",1,NA,20,4,0,1000,3,0.535404559230992,"survey",0.000338954,-3943.21
"2900",1,NA,20,4,0,1000,4,0.166384923929461,"survey",5.50618e-10,-3248.92
"2901",1,NA,20,4,0,1000,5,0.00210056715313135,"survey",5.50618e-10,-31.8329
"2902",1,NA,21,4,0,1000,2,0.195001200192031,"survey",0.178154,-17.62
"2903",1,NA,21,4,0,1000,3,0.663066090574492,"survey",0.000607168,-4638.69
"2904",1,NA,21,4,0,1000,4,0.140382461193791,"survey",3.12171e-13,-3766.72
"2905",1,NA,21,4,0,1000,5,0.00155024803968635,"survey",3.12171e-13,-34.6107
"2906",1,NA,22,4,0,1000,2,0.183781242811278,"survey",0.177204,-6.69734
"2907",1,NA,22,4,0,1000,3,0.692837782423012,"survey",0.000465628,-5061.29
"2908",1,NA,22,4,0,1000,4,0.122450816638829,"survey",7.92258e-13,-3154.8
"2909",1,NA,22,4,0,1000,5,0.00093015812688157,"survey",7.92258e-13,-19.4252
"2910",1,NA,23,4,0,1000,2,0.201058253980955,"survey",0.173926,-29.1462
"2911",1,NA,23,4,0,1000,3,0.661658798111547,"survey",1.31173e-08,-11735.4
"2912",1,NA,23,4,0,1000,4,0.136402736656798,"survey",1.31173e-08,-2203.89
"2913",1,NA,23,4,0,1000,5,0.000880211250700168,"survey",1.31173e-08,-9.78266
"2914",1,NA,24,4,0,1000,2,0.263969036594025,"survey",0.173926,-110.128
"2915",1,NA,24,4,0,1000,3,0.607316804848533,"survey",1.05068e-10,-13651.1
"2916",1,NA,24,4,0,1000,4,0.128044084849333,"survey",1.05068e-10,-2678.81
"2917",1,NA,24,4,0,1000,5,0.000670073708107892,"survey",1.05068e-10,-10.4989
"2918",1,NA,25,4,0,1000,1,1.00011001210133e-05,"survey",0.826074,0.11323
"2919",1,NA,25,4,0,1000,2,0.345197971776895,"survey",0.173926,-236.629
"2920",1,NA,25,4,0,1000,3,0.537529128204102,"survey",2.51877e-08,-9071.41
"2921",1,NA,25,4,0,1000,4,0.116652831811499,"survey",2.51877e-08,-1790.43
"2922",1,NA,25,4,0,1000,5,0.000610067107381812,"survey",2.51877e-08,-6.15861
"2923",1,NA,26,4,0,1000,1,0.942307307607674,"survey",0.826074,-124.052
"2924",1,NA,26,4,0,1000,2,0.00549120806577447,"survey",0.173926,18.9748
"2925",1,NA,26,4,0,1000,3,0.0432095060913401,"survey",1.03451e-12,-1056.71
"2926",1,NA,26,4,0,1000,4,0.00897197383424353,"survey",1.031e-12,-205.34
"2927",1,NA,26,4,0,1000,5,2.0004400968213e-05,"survey",1.031e-12,-0.335692
"2928",1,NA,27,4,0,1000,1,0.000470089316970224,"survey",0.826074,3.51228
"2929",1,NA,27,4,0,1000,2,0.968504015762995,"survey",0.173926,-1663.04
"2930",1,NA,27,4,0,1000,3,0.0249747452015883,"survey",8.38509e-12,-544.816
"2931",1,NA,27,4,0,1000,4,0.00605114971844651,"survey",2.32388e-12,-131.191
"2932",1,NA,28,4,0,1000,2,0.762304345651848,"survey",0.173926,-1126.47
"2933",1,NA,28,4,0,1000,3,0.233004950742611,"survey",1.25282e-09,-4436.69
"2934",1,NA,28,4,0,1000,4,0.00469070360554083,"survey",3.56132e-11,-87.698
"2935",1,NA,29,4,0,1000,2,0.18964413594447,"survey",0.173927,-16.4071
"2936",1,NA,29,4,0,1000,3,0.805494989098038,"survey",8.39073e-08,-12950.1
"2937",1,NA,29,4,0,1000,4,0.00486087495749235,"survey",1.18302e-11,-96.4098
"2938",1,NA,30,4,0,1000,2,0.0279667120108826,"survey",0.17394,51.1147
"2939",1,NA,30,4,0,1000,3,0.94837761062655,"survey",1.99128e-06,-12398.8
"2940",1,NA,30,4,0,1000,4,0.023655677362567,"survey",2.1006e-10,-438.564
"2941",1,NA,31,4,0,1000,2,0.0332079699127791,"survey",0.174071,55.0148
"2942",1,NA,31,4,0,1000,3,0.885842602224534,"survey",2.02546e-05,-9466.04
"2943",1,NA,31,4,0,1000,4,0.0809494278626871,"survey",9.96932e-12,-1847.07
"2944",1,NA,32,4,0,1000,2,0.0768815322298345,"survey",0.177732,64.4277
"2945",1,NA,32,4,0,1000,3,0.798169725458819,"survey",0.000538831,-5827.18
"2946",1,NA,32,4,0,1000,4,0.124938740811122,"survey",8.64107e-15,-3785.93
"2947",1,NA,32,4,0,1000,5,1.00015002250338e-05,"survey",8.64107e-15,-0.208726
"2948",1,NA,33,4,0,1000,1,1.00017002890491e-05,"survey",0.823268,0.113202
"2949",1,NA,33,4,0,1000,2,0.137763419781363,"survey",0.176384,34.0449
"2950",1,NA,33,4,0,1000,3,0.702589440204835,"survey",0.000348403,-5346.12
"2951",1,NA,33,4,0,1000,4,0.159587129812068,"survey",1.65156e-13,-4404.08
"2952",1,NA,33,4,0,1000,5,5.00085014452457e-05,"survey",1.65156e-13,-0.976595
"2953",1,NA,34,4,0,1000,2,0.182952931527675,"survey",0.181678,-1.2792
"2954",1,NA,34,4,0,1000,3,0.641205416975056,"survey",0.0011369,-4062.06
"2955",1,NA,34,4,0,1000,4,0.175741633494029,"survey",5.33526e-12,-4256.1
"2956",1,NA,34,4,0,1000,5,0.000100018003240583,"survey",5.33526e-12,-1.67495
"2957",1,NA,35,4,0,1000,2,0.219975398277879,"survey",0.191189,-30.8526
"2958",1,NA,35,4,0,1000,3,0.593261528306982,"survey",0.00269523,-3200.14
"2959",1,NA,35,4,0,1000,4,0.186583060814257,"survey",1.64119e-14,-5609.04
"2960",1,NA,35,4,0,1000,5,0.000180012600882062,"survey",1.64119e-14,-4.16158
"2961",1,NA,36,4,0,1000,1,1.00011001210133e-05,"survey",0.794728,0.112843
"2962",1,NA,36,4,0,1000,2,0.283591195031453,"survey",0.200662,-98.0973
"2963",1,NA,36,4,0,1000,3,0.543559791577073,"survey",0.00460986,-2592.75
"2964",1,NA,36,4,0,1000,4,0.172588984788327,"survey",2.09151e-13,-4735.65
"2965",1,NA,36,4,0,1000,5,0.000250027503025333,"survey",2.09151e-13,-5.22602
"2966",1,NA,37,4,0,1000,2,0.341697586734541,"survey",0.178994,-220.934
"2967",1,NA,37,4,0,1000,3,0.498284811329246,"survey",0.000731906,-3250.45
"2968",1,NA,37,4,0,1000,4,0.15959755573113,"survey",2.3735e-13,-4346.5
"2969",1,NA,37,4,0,1000,5,0.000420046205082559,"survey",2.3735e-13,-8.9445
"2970",1,NA,38,4,0,1000,2,0.332839955596004,"survey",0.174634,-214.672
"2971",1,NA,38,4,0,1000,3,0.524867238051425,"survey",9.92198e-05,-4499.98
"2972",1,NA,38,4,0,1000,4,0.141802762248602,"survey",7.80277e-12,-3349.84
"2973",1,NA,38,4,0,1000,5,0.000490044103969357,"survey",7.80277e-12,-8.799
"2974",1,NA,39,4,0,1000,1,0.899783943825395,"survey",0.824863,-78.2251
"2975",1,NA,39,4,0,1000,2,0.0101326344849661,"survey",0.174988,28.8674
"2976",1,NA,39,4,0,1000,3,0.0736991617820633,"survey",0.000149045,-457.193
"2977",1,NA,39,4,0,1000,4,0.0163242443035189,"survey",2.36162e-11,-332.263
"2978",1,NA,39,4,0,1000,5,6.00156040570548e-05,"survey",2.36162e-11,-0.885121
"2979",1,NA,40,4,0,1000,1,1.00023005291217e-05,"survey",0.822261,0.113196
"2980",1,NA,40,4,0,1000,2,0.919521489942687,"survey",0.177263,-1513.73
"2981",1,NA,40,4,0,1000,3,0.0638846934795003,"survey",0.000476106,-312.984
"2982",1,NA,40,4,0,1000,4,0.0164937935725217,"survey",1.4654e-12,-381.734
"2983",1,NA,40,4,0,1000,5,9.00207047620953e-05,"survey",1.4654e-12,-1.61438
"2984",1,NA,41,4,0,1000,2,0.554778764602336,"survey",0.180936,-621.589
"2985",1,NA,41,4,0,1000,3,0.427778444551128,"survey",0.00102725,-2580.24
"2986",1,NA,41,4,0,1000,4,0.017332773243719,"survey",5.59684e-13,-418.695
"2987",1,NA,41,4,0,1000,5,0.000110017602816451,"survey",5.59684e-13,-2.10095
"2988",1,NA,42,4,0,1000,2,0.112695777408837,"survey",0.193696,61.0357
"2989",1,NA,42,4,0,1000,3,0.866291280779309,"survey",0.00318316,-4856.73
"2990",1,NA,42,4,0,1000,4,0.0208329166083252,"survey",1.21132e-11,-443.023
"2991",1,NA,42,4,0,1000,5,0.000180025203528494,"survey",1.21132e-11,-2.97299
"2992",1,NA,43,4,0,1000,2,0.0270527052705271,"survey",0.173954,50.3451
"2993",1,NA,43,4,0,1000,3,0.919271927192719,"survey",3.82282e-06,-11390.1
"2994",1,NA,43,4,0,1000,4,0.0534353435343534,"survey",4.97793e-10,-988.103
"2995",1,NA,43,4,0,1000,5,0.00024002400240024,"survey",4.97793e-10,-3.14097
"2996",1,NA,44,4,0,1000,2,0.0415078864984347,"survey",0.174157,59.5254
"2997",1,NA,44,4,0,1000,3,0.857923005371021,"survey",3.22033e-05,-8742.41
"2998",1,NA,44,4,0,1000,4,0.100269051119713,"survey",6.45281e-11,-2122.1
"2999",1,NA,44,4,0,1000,5,0.000300057010832058,"survey",6.45281e-11,-4.60659
"3000",1,NA,45,4,0,1000,1,0.520543697865616,"survey",0.816321,234.21
"3001",1,NA,45,4,0,1000,2,0.00690124222360025,"survey",0.182441,22.5997
"3002",1,NA,45,4,0,1000,3,0.401672301014183,"survey",0.00123788,-2322.57
"3003",1,NA,45,4,0,1000,4,0.0707527354923886,"survey",4.70874e-15,-2146.69
"3004",1,NA,45,4,0,1000,5,0.000130023404212758,"survey",4.70874e-15,-3.12597
"3005",1,NA,46,4,0,1000,1,1.00017002890491e-05,"survey",0.810585,0.113047
"3006",1,NA,46,4,0,1000,2,0.55054359241071,"survey",0.187395,-593.315
"3007",1,NA,46,4,0,1000,3,0.364722002740466,"survey",0.00202032,-1895.05
"3008",1,NA,46,4,0,1000,4,0.0846243861456448,"survey",6.87653e-14,-2355.82
"3009",1,NA,46,4,0,1000,5,0.000100017002890491,"survey",6.87653e-14,-2.11015
"3010",1,NA,47,4,0,1000,2,0.364266426642664,"survey",0.182258,-252.242
"3011",1,NA,47,4,0,1000,3,0.533673367336734,"survey",0.00123433,-3239
"3012",1,NA,47,4,0,1000,4,0.101990199019902,"survey",4.80212e-13,-2660.07
"3013",1,NA,47,4,0,1000,5,7.000700070007e-05,"survey",4.80212e-13,-1.31597
"3014",1,NA,48,4,0,1000,2,0.119727959193879,"survey",0.189141,54.7483
"3015",1,NA,48,4,0,1000,3,0.759953993098965,"survey",0.00237241,-4384.44
"3016",1,NA,48,4,0,1000,4,0.120218032704906,"survey",3.60415e-12,-2912.94
"3017",1,NA,48,4,0,1000,5,0.000100015002250338,"survey",3.60415e-12,-1.71413
"3018",1,NA,49,4,0,1000,2,0.0956405204572503,"survey",0.181336,61.1867
"3019",1,NA,49,4,0,1000,3,0.754683015131664,"survey",0.00109192,-4934.39
"3020",1,NA,49,4,0,1000,4,0.149446439108302,"survey",6.09435e-12,-3575.18
"3021",1,NA,49,4,0,1000,5,0.000230025302783306,"survey",6.09435e-12,-4.0131
"3022",1,NA,50,4,0,1000,2,0.120748452391667,"survey",0.176699,45.9738
"3023",1,NA,50,4,0,1000,3,0.693008510595742,"survey",0.000391855,-5182.25
"3024",1,NA,50,4,0,1000,4,0.185813006910484,"survey",2.31598e-14,-5521.13
"3025",1,NA,50,4,0,1000,5,0.000430030102107148,"survey",2.31598e-14,-10.1679
"3026",1,NA,51,4,0,1000,2,0.112431243124312,"survey",0.181656,53.9416
"3027",1,NA,51,4,0,1000,3,0.657625762576258,"survey",0.00112586,-4189.13
"3028",1,NA,51,4,0,1000,4,0.229112911291129,"survey",1.22649e-12,-5946.24
"3029",1,NA,51,4,0,1000,5,0.00083008300830083,"survey",1.22649e-12,-16.878
"3030",1,NA,52,4,0,1000,2,0.111013321598592,"survey",0.186192,57.4083
"3031",1,NA,52,4,0,1000,3,0.634096091530984,"survey",0.00185534,-3699.4
"3032",1,NA,52,4,0,1000,4,0.253620434452134,"survey",2.80617e-14,-7566.12
"3033",1,NA,52,4,0,1000,5,0.00127015241829019,"survey",2.80617e-14,-31.1641
"3034",1,NA,53,4,0,1000,2,0.148041843347468,"survey",0.24751,76.0871
"3035",1,NA,53,4,0,1000,3,0.576816145291623,"survey",0.0158942,-2071.67
"3036",1,NA,53,4,0,1000,4,0.273261860948876,"survey",4.83252e-14,-8023.92
"3037",1,NA,53,4,0,1000,5,0.00188015041203296,"survey",4.83252e-14,-45.8464
"3038",1,NA,54,4,0,1000,2,0.167195110973304,"survey",0.265217,77.1413
"3039",1,NA,54,4,0,1000,3,0.538883165464748,"survey",0.0294359,-1566.69
"3040",1,NA,54,4,0,1000,4,0.291451204752998,"survey",2.83725e-13,-8060.92
"3041",1,NA,54,4,0,1000,5,0.00247051880894988,"survey",2.83725e-13,-56.5439
"3042",1,NA,55,4,0,1000,1,0.295248857465724,"survey",0.817684,300.757
"3043",1,NA,55,4,0,1000,2,0.224306729201876,"survey",0.181252,-47.806
"3044",1,NA,55,4,0,1000,3,0.30228906867206,"survey",0.00106463,-1707.56
"3045",1,NA,55,4,0,1000,4,0.176415292458774,"survey",1.86174e-14,-5271.25
"3046",1,NA,55,4,0,1000,5,0.00174005220156605,"survey",1.86174e-14,-43.9552
"3047",1,NA,56,4,0,1000,1,0.109661096610966,"survey",0.806348,218.787
"3048",1,NA,56,4,0,1000,2,0.651816518165182,"survey",0.191005,-800.081
"3049",1,NA,56,4,0,1000,3,0.145211452114521,"survey",0.00264666,-581.556
"3050",1,NA,56,4,0,1000,4,0.0922509225092251,"survey",5.39473e-13,-2386.06
"3051",1,NA,56,4,0,1000,5,0.001060010600106,"survey",5.39473e-13,-22.6829
"3052",1,NA,57,4,0,1000,2,0.72515152121297,"survey",0.177718,-1019.7
"3053",1,NA,57,4,0,1000,3,0.179535134918889,"survey",0.00054414,-1041.11
"3054",1,NA,57,4,0,1000,4,0.0940531674434421,"survey",2.30433e-12,-2297.94
"3055",1,NA,57,4,0,1000,5,0.00126017642469946,"survey",2.30433e-12,-25.3544
"3056",1,NA,58,4,0,1000,2,0.316223758038867,"survey",0.177527,-182.565
"3057",1,NA,58,4,0,1000,3,0.585099466909375,"survey",0.000511377,-4120.52
"3058",1,NA,58,4,0,1000,4,0.0970765030055109,"survey",2.78499e-13,-2580.01
"3059",1,NA,58,4,0,1000,5,0.00160027204624786,"survey",2.78499e-13,-35.961
"3060",1,NA,59,4,0,1000,2,0.065957914949794,"survey",0.176957,65.093
"3061",1,NA,59,4,0,1000,3,0.851532183862063,"survey",0.000431207,-6461.6
"3062",1,NA,59,4,0,1000,4,0.0816497979757571,"survey",3.9843e-12,-1938.64
"3063",1,NA,59,4,0,1000,5,0.000860103212385486,"survey",3.9843e-12,-16.5056
"3064",1,NA,60,4,0,1000,2,0.0449162882803592,"survey",0.177603,61.7487
"3065",1,NA,60,4,0,1000,3,0.840477666873362,"survey",0.000525893,-6199.89
"3066",1,NA,60,4,0,1000,4,0.113835937031184,"survey",2.94803e-11,-2512.85
"3067",1,NA,60,4,0,1000,5,0.000770107815094113,"survey",2.94803e-11,-13.1521
"3068",1,NA,61,4,0,1000,2,0.0541697505550999,"survey",0.188346,67.504
"3069",1,NA,61,4,0,1000,3,0.788131863735472,"survey",0.00215403,-4651.81
"3070",1,NA,61,4,0,1000,4,0.15671820927767,"survey",7.13405e-15,-4814.48
"3071",1,NA,61,4,0,1000,5,0.000980176431757716,"survey",7.13405e-15,-25.1377
"3072",1,NA,62,4,0,1000,2,0.0724072407240724,"survey",0.173937,63.4568
"3073",1,NA,62,4,0,1000,3,0.729282928292829,"survey",1.51662e-06,-9541.45
"3074",1,NA,62,4,0,1000,4,0.197009700970097,"survey",6.49586e-12,-4754.9
"3075",1,NA,62,4,0,1000,5,0.0013001300130013,"survey",6.49586e-12,-24.8514
"3076",1,NA,63,4,0,1000,1,1.0000100001e-05,"survey",0.826074,0.11322
"3077",1,NA,63,4,0,1000,2,0.11130111301113,"survey",0.173926,49.6838
"3078",1,NA,63,4,0,1000,3,0.667566675666757,"survey",1.54579e-09,-13273.6
